City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,codrington,-38.2667,141.9667,290.44,93,100,5.54,AU,1702323960
364,east ballina,-28.8667,153.5833,290.82,79,71,1.06,AU,1702323961
365,gelemso,8.8167,40.5167,289.87,38,29,1.11,ET,1702323961
366,ulladulla,-35.35,150.4667,295.24,94,95,2.41,AU,1702323961
367,northam,51.0333,-4.2167,285.74,95,21,6.52,GB,1702323961
368,tanjung pandan,-2.75,107.65,299.26,85,100,1.48,ID,1702323961
369,puerto leguizamo,-0.1934,-74.7819,304.85,57,77,0.88,CO,1702323961
370,freetown,8.484,-13.2299,302.99,74,20,3.09,SL,1702323961
371,petawawa,45.9001,-77.3328,269.14,73,75,4.63,CA,1702323962
372,bode saadu,8.9333,4.7833,299.92,24,6,1.47,NG,1702323962
373,mukalla,14.5425,49.1242,296.6,68,13,0.67,YE,1702323962
374,iringa,-7.7667,35.7,292.77,78,20,0.0,TZ,1702323962
375,tessaoua,13.7574,7.9874,291.54,29,0,5.35,NE,1702323962
376,lata,40.1629,-8.3327,290.27,91,100,1.95,PT,1702323963
377,acopiara,-6.0953,-39.4525,307.55,24,69,3.22,BR,1702323963
378,saldanha,-33.0117,17.9442,291.18,90,12,5.98,ZA,1702323963
379,cruzeiro do sul,-29.5128,-51.9853,302.86,61,1,2.38,BR,1702323963
380,flying fish cove,-10.4217,105.6791,296.97,88,40,2.57,CX,1702323963
381,constantia,44.1833,28.65,276.53,82,10,3.8,RO,1702323846
382,formosa do rio preto,-11.0483,-45.1931,303.77,36,98,0.36,BR,1702323964
383,kamuli,0.9472,33.1197,292.36,88,65,1.3,UG,1702323964
384,itacare,-14.2775,-38.9967,300.41,70,56,3.8,BR,1702323964
385,pierre,44.3683,-100.351,281.66,57,75,7.2,US,1702323964
386,kudahuvadhoo,2.6708,72.8944,301.39,73,28,2.64,MV,1702323964
387,brookings,44.3114,-96.7984,278.4,63,0,5.14,US,1702323886
388,santarem,-2.4431,-54.7083,307.22,52,20,4.12,BR,1702323965
389,impfondo,1.6381,18.0667,298.79,73,100,0.23,CG,1702323965
390,kolyvan',55.3053,82.7391,244.03,91,6,5.74,RU,1702323965
391,charters towers,-20.1,146.2667,295.96,86,100,6.28,AU,1702323965
392,sitka,57.0531,-135.33,280.09,76,100,6.17,US,1702323965
393,as sulayyil,20.4607,45.5779,289.29,25,30,2.81,SA,1702323966
394,itoman,26.1247,127.6694,296.58,100,75,9.26,JP,1702323966
395,san andres,12.5847,-81.7006,303.16,79,20,4.63,CO,1702323721
396,port shepstone,-30.7414,30.455,293.5,88,100,2.78,ZA,1702323966
397,nyurba,63.2842,118.3319,242.89,99,99,2.3,RU,1702323966
398,sinabang,2.4803,96.3801,298.78,84,96,0.97,ID,1702323701
399,ghat,24.9647,10.1728,286.86,35,0,1.89,LY,1702323967
400,yorkton,51.2167,-102.4677,269.06,63,75,13.89,CA,1702323901
401,deqen,29.9618,90.7188,264.31,72,72,1.05,CN,1702323967
402,folkston,30.8305,-82.0098,288.07,48,0,0.45,US,1702323967
403,kastsyukowka,52.5387,30.9173,273.62,93,100,5.0,BY,1702323967
404,hukumati azrah,34.1736,69.6457,274.88,32,4,1.66,AF,1702323967
405,vanimo,-2.6741,141.3028,298.83,91,97,3.04,PG,1702323968
406,vilyuchinsk,52.9306,158.4028,268.3,85,12,3.51,RU,1702323968
407,kapa'a,22.0752,-159.319,299.33,88,75,3.09,US,1702323735
408,puerto armuelles,8.2833,-82.8667,306.14,72,100,0.45,PA,1702323968
409,basco,20.4487,121.9702,299.32,79,26,5.49,PH,1702323968
410,praia da vitoria,38.7333,-27.0667,287.46,88,20,5.47,PT,1702323968
411,lerwick,60.1545,-1.1494,277.15,72,100,3.95,GB,1702323738
412,natal,-5.795,-35.2094,302.51,70,40,6.17,BR,1702323784
413,pyu,18.4833,96.4333,295.11,96,5,1.92,MM,1702323969
414,jianshui,23.6363,102.8264,285.88,89,99,0.2,CN,1702323969
415,alaghsas,17.0187,8.0168,292.55,34,0,10.1,NE,1702323969
416,gaspe,48.8334,-64.4819,277.1,100,100,2.57,CA,1702323969
417,cativa,9.3606,-79.8436,301.16,85,58,3.28,PA,1702323969
418,harrismith,-28.2728,29.1295,283.42,94,100,2.13,ZA,1702323969
419,vila velha,-20.3297,-40.2925,302.12,80,40,6.17,BR,1702323760
420,dalhart,36.0595,-102.5133,285.09,25,0,2.57,US,1702323970
421,nema,57.5067,50.5011,250.32,88,96,4.7,RU,1702323970
422,san sebastian de la gomera,28.0916,-17.1133,295.35,68,0,3.6,ES,1702323970
423,ornskoldsvik,63.2909,18.7153,267.68,93,100,2.06,SE,1702323970
424,pisco,-13.7,-76.2167,297.18,64,0,3.6,PE,1702323970
425,nantucket,41.2835,-70.0995,281.23,76,100,8.23,US,1702323684
426,santa cruz,-17.8,-63.1667,308.18,46,40,3.6,BO,1702323971
427,sao vicente,-23.9631,-46.3919,300.25,56,100,2.06,BR,1702323971
428,dabakala,8.3667,-4.4333,301.53,34,23,0.5,CI,1702323971
429,charikar,35.0136,69.1714,278.31,34,19,3.83,AF,1702323971
430,meadow lakes,61.6247,-149.6011,276.84,84,100,3.6,US,1702323972
431,santana,-0.0583,-51.1817,306.25,58,20,7.2,BR,1702323972
432,sangkhla buri,15.1555,98.4536,295.07,92,15,0.68,TH,1702323972
433,salalah,17.0151,54.0924,296.2,43,0,2.57,OM,1702323733
434,nago,26.5881,127.9761,296.62,91,90,5.97,JP,1702323972
435,mount isa,-20.7333,139.5,298.02,36,0,7.72,AU,1702323973
436,mysen,59.5535,11.3258,272.76,94,98,3.47,NO,1702323973
437,beruniy,41.6911,60.7525,259.13,51,0,7.2,UZ,1702323973
438,nuuk,64.1835,-51.7216,275.49,75,100,20.58,GL,1702323973
439,salahonda,2.1019,-78.7217,299.75,84,87,5.12,CO,1702323974
440,cradock,-32.1642,25.6192,292.13,67,6,1.26,ZA,1702323974
441,conde,-7.2597,-34.9075,302.85,62,75,5.66,BR,1702323824
442,zambezi,-13.5432,23.1047,293.22,89,87,2.77,ZM,1702323975
443,n'dalatando,-9.2978,14.9116,292.23,97,96,0.8,AO,1702323975
444,sechura,-5.5569,-80.8222,299.9,59,16,6.63,PE,1702323975
445,priozersk,61.0393,30.1291,269.32,78,100,3.31,RU,1702323975
446,les avirons,-21.2418,55.3394,296.2,73,0,6.69,RE,1702323975
447,torbat-e jam,35.244,60.6225,280.18,78,0,0.28,IR,1702323976
448,jijiga,9.35,42.8,289.28,60,32,2.01,ET,1702323976
449,kirensk,57.7853,108.1119,240.35,99,98,0.45,RU,1702323976
450,nicolet,46.2168,-72.6158,275.05,94,100,3.09,CA,1702323976
451,midelt,32.6852,-4.7451,288.58,34,95,1.01,MA,1702323976
452,vushtrri,42.8231,20.9675,275.05,87,100,0.59,XK,1702323977
453,mana,5.6592,-53.7767,301.43,76,97,4.32,GF,1702323726
454,san julian,21.0167,-102.1667,282.29,90,100,2.14,MX,1702323977
455,dergachi,51.2328,48.7659,260.91,49,100,8.51,RU,1702323977
456,markovo,57.3206,107.0881,239.78,100,94,0.58,RU,1702323977
457,xianning,29.8833,114.2167,277.16,78,100,2.44,CN,1702323978
458,koror town,7.3426,134.4789,299.33,89,75,1.54,PW,1702323978
459,tokar,18.4254,37.729,300.15,73,100,3.13,SD,1702323978
460,elva,58.2225,26.4211,270.23,86,100,4.12,EE,1702323978
461,yartsevo,55.0667,32.6964,270.3,96,100,4.28,RU,1702323978
462,veraval,20.9,70.3667,295.46,36,81,4.16,IN,1702323979
463,arawa,-6.2132,155.5367,298.65,90,98,1.18,PG,1702323979
464,kutloanong,-27.8333,26.75,285.66,84,2,4.22,ZA,1702323979
465,kralendijk,12.15,-68.2667,301.14,83,75,7.2,BQ,1702323979
466,orchard homes,46.8633,-114.0484,277.75,96,100,1.34,US,1702323979
467,puchezh,56.9788,43.1676,262.54,91,100,9.58,RU,1702323979
468,irymple,-34.25,142.1667,299.32,54,61,0.53,AU,1702323980
469,inarajan village,13.2736,144.7484,300.23,94,86,6.09,GU,1702323980
470,hermansverk,61.1846,6.8502,272.4,80,75,2.06,NO,1702323980
471,mersa matruh,31.3525,27.2453,288.26,82,40,0.0,EG,1702323980
472,fort saskatchewan,53.7168,-113.2187,270.38,55,100,2.06,CA,1702323980
473,kone,-21.0595,164.8658,296.99,67,61,1.49,NC,1702323981
474,sorada,19.75,84.4333,290.4,71,0,1.11,IN,1702323981
475,novoishimskiy,53.1981,66.7694,243.49,96,59,4.01,KZ,1702323981
476,zongolica,18.6667,-96.9833,288.05,95,100,1.7,MX,1702323981
477,san patricio,28.017,-97.5169,293.55,27,100,3.36,US,1702323981
478,gien,47.6933,2.6309,285.1,93,100,4.64,FR,1702323981
479,nogliki,51.8333,143.1667,253.34,86,14,5.81,RU,1702323711
480,prado,-17.3411,-39.2208,299.67,76,86,6.37,BR,1702323982
481,tashla,51.7716,52.7427,254.66,61,67,7.34,RU,1702323982
482,tutong,4.8,114.65,299.2,92,16,1.39,BN,1702323982
483,krasnovishersk,60.4078,57.082,246.75,87,100,3.16,RU,1702323982
484,maitum,6.0392,124.4986,298.31,85,5,1.47,PH,1702323983
485,dryden,49.7833,-92.7503,266.31,93,100,6.17,CA,1702323983
486,novo aripuana,-5.1206,-60.3797,301.92,71,94,2.11,BR,1702323983
487,wewak,-3.5534,143.6268,298.67,90,99,2.49,PG,1702323983
488,swift current,50.2834,-107.8014,269.6,54,0,10.8,CA,1702323984
489,kavieng,-2.5744,150.7967,301.14,80,94,3.21,PG,1702323984
490,luau,-10.7073,22.2247,292.17,96,71,1.31,AO,1702323984
491,oranjemund,-28.55,16.4333,289.7,91,0,6.24,NA,1702323985
492,kavali,14.9167,79.9833,296.68,77,100,1.84,IN,1702323985
493,val-d'or,48.1002,-77.7828,265.2,73,100,5.14,CA,1702323986
494,emerald,-23.5333,148.1667,296.67,68,94,6.47,AU,1702323763
495,fomboni,-12.28,43.7425,301.53,74,32,6.03,KM,1702323986
496,newman,37.3138,-121.0208,286.61,36,93,1.34,US,1702323986
497,kruisfontein,-34.0033,24.7314,290.86,88,0,2.11,ZA,1702323717
498,kayar,14.9192,-17.1211,299.68,64,0,5.08,SN,1702323987
499,naracoorte,-36.9579,140.7383,291.32,81,65,3.25,AU,1702323987
500,suda,59.1525,37.5582,264.21,94,100,6.31,RU,1702323988
501,page,36.9147,-111.4558,277.65,38,0,2.68,US,1702323720
502,bayganin,48.6947,55.8742,251.72,63,0,8.54,KZ,1702323988
503,leava,-14.3,-178.1667,299.6,62,54,2.48,WF,1702323989
504,khovd,48.0056,91.6419,255.84,81,100,0.29,MN,1702323989
505,necochea,-38.5473,-58.7368,301.5,31,22,8.6,AR,1702323989
506,puerto ayacucho,5.6639,-67.6236,306.86,49,76,1.56,VE,1702323990
507,borgarnes,64.5383,-21.9206,273.18,95,32,1.93,IS,1702323990
508,akureyri,65.6835,-18.0878,267.11,93,20,1.54,IS,1702323990
509,kamakhyanagar,20.9333,85.55,289.21,60,0,0.19,IN,1702323990
510,kununurra,-15.7667,128.7333,301.14,83,100,0.0,AU,1702323879
511,trincomalee,8.5711,81.2335,299.96,81,98,6.93,LK,1702323991
512,berezovyy,51.6667,135.7,248.64,70,0,2.61,RU,1702323991
513,pama,11.2497,0.7075,300.21,14,58,2.95,BF,1702323992
514,calabozo,8.9242,-67.4293,307.75,36,90,2.94,VE,1702323992
515,port-gentil,-0.7193,8.7815,300.32,79,99,4.51,GA,1702323992
516,laurel,39.0993,-76.8483,281.69,60,40,6.69,US,1702323901
517,touros,-5.1989,-35.4608,300.76,69,0,6.16,BR,1702323993
518,arvika,59.6553,12.5852,272.49,92,100,3.38,SE,1702323993
519,kayenta,36.7278,-110.2546,278.85,25,98,1.71,US,1702323993
520,kota tinggi,1.7381,103.8999,299.28,97,98,1.85,MY,1702323994
521,grand falls-windsor,48.9332,-55.6649,286.76,87,100,3.58,CA,1702323994
522,aykhal,66.0,111.5,245.98,99,100,2.15,RU,1702323994
523,gouyave,12.1646,-61.7296,302.58,74,20,5.66,GD,1702323994
524,san juan de miraflores,-12.1629,-76.9635,295.44,73,53,4.41,PE,1702323994
525,victoria falls,-17.9235,25.843,296.53,63,93,1.18,ZW,1702323994
526,altai,46.3722,96.2583,258.03,84,47,1.2,MN,1702323995
527,taksimo,56.3444,114.8794,239.73,95,71,0.24,RU,1702323995
528,cannonvale,-20.2833,148.7,298.81,89,48,10.02,AU,1702323995
529,antsiranana,-12.2787,49.2917,299.28,82,30,5.31,MG,1702323995
530,luanda,-8.8368,13.2343,300.15,79,20,2.57,AO,1702323805
531,huicungo,-7.2833,-76.8,307.29,59,40,0.0,PE,1702323996
532,haiphong,20.8561,106.6822,296.1,94,100,2.06,VN,1702323996
533,pangody,65.85,74.4859,246.77,90,100,5.49,RU,1702323996
534,mount gambier,-37.8333,140.7667,290.47,83,67,3.21,AU,1702323996
535,cholpon-ata,42.6494,77.0823,269.18,75,100,2.61,KG,1702323996
536,cill airne,52.05,-9.5167,281.2,95,100,2.55,IE,1702323997
537,arkhangel'sk,64.5401,40.5433,258.22,84,40,2.0,RU,1702323997
538,naguabo,18.2116,-65.7349,302.54,79,0,5.66,PR,1702323997
539,rikaze,29.25,88.8833,269.72,51,43,1.13,CN,1702323997
540,tvoroyri,61.5556,-6.8111,280.63,80,98,5.29,FO,1702323997
541,tazacorte,28.629,-17.9293,295.45,50,0,3.09,ES,1702323998
542,trairi,-3.2778,-39.2689,301.46,68,25,5.83,BR,1702323830
543,ilha de mocambique,-15.0342,40.7358,300.95,83,100,5.71,MZ,1702323998
544,osterburken,49.4306,9.4239,283.42,88,21,5.89,DE,1702323998
545,shimoda,34.6667,138.95,285.43,95,100,4.48,JP,1702323999
546,callao,-12.0667,-77.15,296.31,68,20,5.66,PE,1702323999
547,woodward,36.4337,-99.3904,289.72,21,0,0.0,US,1702323999
548,midvagur,62.0511,-7.1939,276.61,93,100,3.09,FO,1702323999
549,bel ombre,-4.6167,55.4167,299.06,89,20,2.06,SC,1702323999
550,patacamaya,-17.2333,-67.9167,287.12,51,100,4.12,BO,1702323999
551,igarka,67.4667,86.5833,249.1,99,100,3.61,RU,1702324000
552,gemert,51.559,5.6865,282.78,93,100,5.14,NL,1702324000
553,nagqu,31.5,92.0,256.85,49,74,1.57,CN,1702323723
554,porto novo,6.4965,2.6036,302.05,77,90,2.97,BJ,1702324000
555,randazzo,37.8774,14.9501,285.21,45,10,1.86,IT,1702324000
556,barabai,-2.5833,115.3833,296.93,93,86,0.26,ID,1702324000
557,vernon,50.2581,-119.2691,277.38,91,79,0.0,CA,1702324001
558,de aar,-30.6497,24.0123,292.65,52,4,2.18,ZA,1702324001
559,la palma,33.8464,-118.0467,298.02,53,75,1.54,US,1702324001
560,fortuna,40.5982,-124.1573,290.33,77,0,1.34,US,1702324001
561,maintirano,-18.0667,44.0167,301.67,78,73,2.43,MG,1702324001
